no_of_previous_bookings_not_canceled,room_type_reserved,Booking_ID,no_of_children,repeated_guest,no_of_special_requests,no_of_adults,arrival_year,no_of_week_nights,type_of_meal_plan,booking_status,required_car_parking_space,market_segment_type,avg_price_per_room,arrival_date,no_of_weekend_nights,arrival_month,lead_time,no_of_previous_cancellations
0,Room_Type 1,INN15639,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,88.4,20,2,12,21,0
0,Room_Type 4,INN01045,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,105.3,9,1,4,87,0
0,Room_Type 1,INN24888,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,85,22,1,8,47,0
0,Room_Type 4,INN13017,0,0,3,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,77.23,2,0,11,38,0
0,Room_Type 1,INN14395,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,114.5,17,0,9,17,0
0,Room_Type 4,INN12974,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,122.4,1,2,10,187,0
0,Room_Type 4,INN16916,0,0,0,3,2018,3,Meal Plan 2,Not_Canceled,0,Offline,182.53,25,2,9,86,0
0,Room_Type 1,INN16151,0,0,2,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,146.7,8,0,7,128,0
0,Room_Type 1,INN16855,0,0,0,1,2017,0,Meal Plan 1,Not_Canceled,0,Offline,64.8,30,1,11,2,0
0,Room_Type 6,INN36099,2,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,224.1,21,0,9,17,0
0,Room_Type 1,INN14726,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,111.6,2,0,10,48,0
0,Room_Type 1,INN26273,0,0,1,2,2018,2,Not Selected,Canceled,0,Online,126,17,1,10,48,0
5,Room_Type 1,INN17145,0,1,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,65,9,0,3,1,1
0,Room_Type 4,INN12794,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,90.95,3,1,6,91,0
0,Room_Type 4,INN10250,0,0,1,2,2018,3,Meal Plan 1,Canceled,0,Online,121.14,22,2,10,86,0
0,Room_Type 4,INN17132,0,0,0,3,2018,3,Meal Plan 1,Canceled,0,Online,130.05,11,1,8,169,0
0,Room_Type 1,INN01998,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,89.25,22,2,10,229,0
0,Room_Type 1,INN27031,0,0,1,2,2018,3,Meal Plan 2,Canceled,0,Offline,106.25,24,1,10,178,0
0,Room_Type 4,INN34038,0,0,2,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,81.9,14,2,11,61,0
0,Room_Type 1,INN29306,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,128,16,0,8,11,0
0,Room_Type 1,INN15927,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,68,16,0,11,16,0
0,Room_Type 1,INN16294,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Offline,70,17,0,5,323,0
0,Room_Type 4,INN14930,0,0,0,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,161,31,2,3,14,0
0,Room_Type 1,INN21909,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,117.04,29,1,10,0,0
0,Room_Type 1,INN34941,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,110.1,13,1,5,124,0
0,Room_Type 1,INN07317,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,69.5,23,1,1,14,0
0,Room_Type 1,INN23262,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,102.3,26,2,6,88,0
0,Room_Type 6,INN30884,1,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,226.17,2,1,10,1,0
0,Room_Type 4,INN01409,0,0,0,3,2018,2,Meal Plan 1,Canceled,0,Online,137.7,29,0,7,167,0
0,Room_Type 1,INN12702,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,44.67,12,2,3,49,0
0,Room_Type 1,INN06738,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,75,17,0,6,245,0
0,Room_Type 4,INN33909,0,0,1,2,2018,8,Meal Plan 1,Not_Canceled,0,Online,85.3,1,2,3,58,0
0,Room_Type 1,INN03464,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,110,12,0,10,279,0
0,Room_Type 4,INN23983,0,0,0,3,2018,5,Meal Plan 1,Not_Canceled,0,Offline,137.53,14,2,9,71,0
0,Room_Type 4,INN06094,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,97.75,24,2,3,85,0
0,Room_Type 1,INN25767,0,0,1,2,2018,3,Not Selected,Not_Canceled,1,Online,96.55,28,2,4,104,0
0,Room_Type 1,INN26053,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,88.2,24,0,3,38,0
0,Room_Type 4,INN30133,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,141,6,2,5,10,0
0,Room_Type 1,INN10902,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,65.67,11,1,4,104,0
0,Room_Type 1,INN33426,0,0,0,2,2018,1,Meal Plan 2,Not_Canceled,0,Offline,104,6,0,4,55,0
0,Room_Type 1,INN12371,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,75,14,1,11,59,0
0,Room_Type 1,INN03980,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,97.2,11,0,11,56,0
0,Room_Type 1,INN04417,0,0,2,2,2018,3,Meal Plan 1,Canceled,0,Online,101.58,11,1,7,157,0
0,Room_Type 1,INN17575,0,0,1,2,2017,0,Meal Plan 1,Not_Canceled,0,Online,107,25,1,10,12,0
0,Room_Type 1,INN18796,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Offline,85,23,2,4,44,0
0,Room_Type 1,INN07189,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,74.67,2,0,1,0,0
0,Room_Type 1,INN01333,0,0,1,2,2018,4,Meal Plan 1,Canceled,0,Online,135.9,26,0,7,30,0
0,Room_Type 1,INN07948,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,110.46,24,2,7,11,0
0,Room_Type 1,INN00843,0,0,1,2,2017,5,Meal Plan 1,Not_Canceled,0,Online,90.95,3,0,11,17,0
0,Room_Type 1,INN03077,2,0,2,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,161.1,25,1,7,36,0
0,Room_Type 1,INN29629,0,0,0,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,21,0,7,292,0
0,Room_Type 1,INN31255,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,89.59,3,2,12,10,0
0,Room_Type 1,INN26115,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,90.95,7,1,7,166,0
0,Room_Type 1,INN20845,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,114,18,0,9,22,0
0,Room_Type 1,INN17384,0,0,3,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,150.45,12,2,5,93,0
0,Room_Type 1,INN12022,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,87,31,2,10,9,0
0,Room_Type 1,INN34691,1,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,169,4,0,10,21,0
0,Room_Type 1,INN25612,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,70,13,0,11,79,0
0,Room_Type 1,INN29614,0,0,3,2,2018,1,Not Selected,Not_Canceled,0,Online,79.2,19,1,11,89,0
0,Room_Type 4,INN16651,0,0,3,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,146.7,5,0,7,104,0
0,Room_Type 5,INN00656,0,0,1,2,2018,2,Meal Plan 2,Not_Canceled,0,Offline,134.1,17,0,6,37,0
0,Room_Type 1,INN13324,0,0,0,2,2017,2,Meal Plan 2,Canceled,0,Offline,101.5,16,0,10,102,0
0,Room_Type 1,INN06726,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Online,115,13,0,9,346,0
0,Room_Type 1,INN16282,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Corporate,100,15,0,9,13,0
0,Room_Type 1,INN20152,0,0,0,2,2017,3,Meal Plan 1,Canceled,0,Offline,102,25,2,9,192,0
0,Room_Type 1,INN11736,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,129,20,0,9,14,0
0,Room_Type 1,INN04603,0,0,0,1,2017,2,Meal Plan 2,Not_Canceled,0,Offline,87,14,0,8,39,0
0,Room_Type 1,INN03438,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,80.75,25,1,4,133,0
0,Room_Type 2,INN06098,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,103.22,12,2,6,160,0
0,Room_Type 4,INN14669,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,140.4,20,0,5,31,0
0,Room_Type 1,INN22390,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,120,14,0,6,71,0
0,Room_Type 1,INN08411,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,80,27,0,2,9,0
0,Room_Type 4,INN17929,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,145.6,29,1,4,29,0
0,Room_Type 1,INN16622,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,91,23,0,6,8,0
0,Room_Type 1,INN13874,0,0,0,2,2017,1,Meal Plan 2,Canceled,0,Offline,108,16,0,10,100,0
0,Room_Type 1,INN24105,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,100,5,0,5,204,0
0,Room_Type 2,INN35457,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,81.9,14,1,3,31,0
0,Room_Type 1,INN17224,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,107.1,1,2,9,63,0
0,Room_Type 4,INN23544,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,1,Online,116,11,0,12,4,0
0,Room_Type 1,INN15260,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,73,20,0,11,32,0
0,Room_Type 1,INN02984,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,100,15,0,10,14,0
0,Room_Type 1,INN03833,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,85,2,0,12,29,0
0,Room_Type 1,INN34420,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Online,91.13,30,1,4,54,0
0,Room_Type 1,INN27134,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,70,9,1,4,159,0
0,Room_Type 1,INN24212,0,0,1,2,2018,5,Meal Plan 2,Not_Canceled,0,Offline,89.14,5,2,9,277,0
0,Room_Type 1,INN05069,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,87.3,1,1,4,84,0
0,Room_Type 1,INN13419,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,70,9,1,4,159,0
0,Room_Type 1,INN09404,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Complementary,0,4,0,8,3,0
0,Room_Type 1,INN10436,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,99.3,24,0,8,182,0
0,Room_Type 1,INN08830,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,89,4,1,11,305,0
0,Room_Type 1,INN20162,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,58,19,2,12,15,0
0,Room_Type 1,INN02514,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,79,26,0,1,0,0
0,Room_Type 4,INN08287,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,126.6,27,0,4,30,0
0,Room_Type 1,INN28686,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Offline,70,4,1,4,101,0
0,Room_Type 1,INN18137,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Corporate,79,9,0,12,8,0
3,Room_Type 1,INN26245,0,1,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,95,5,0,10,0,0
0,Room_Type 1,INN34676,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,139,20,0,10,0,0
0,Room_Type 1,INN31538,0,0,0,3,2017,1,Meal Plan 2,Not_Canceled,0,Offline,138.5,11,2,7,3,0
0,Room_Type 1,INN30302,0,0,0,2,2017,1,Meal Plan 2,Canceled,0,Offline,94.5,25,2,7,110,0
0,Room_Type 1,INN26456,0,0,1,1,2018,2,Not Selected,Not_Canceled,0,Online,133.98,7,0,10,1,0
0,Room_Type 4,INN05892,0,0,1,3,2018,4,Meal Plan 1,Canceled,0,Online,120.7,28,0,12,193,0
6,Room_Type 1,INN18799,0,1,1,1,2018,0,Meal Plan 1,Not_Canceled,0,Corporate,65,26,1,12,6,0
0,Room_Type 1,INN28294,0,0,1,2,2018,1,Meal Plan 2,Canceled,0,Offline,115,30,1,7,301,0
0,Room_Type 1,INN18594,0,0,0,1,2018,4,Meal Plan 1,Canceled,0,Offline,120,12,2,6,69,0
0,Room_Type 1,INN28643,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,73.95,20,2,3,86,0
1,Room_Type 1,INN12589,0,1,1,1,2017,0,Meal Plan 1,Not_Canceled,0,Online,66.99,13,2,12,11,0
0,Room_Type 1,INN13095,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,72.25,4,2,12,90,0
0,Room_Type 1,INN19743,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,120,15,0,9,317,0
0,Room_Type 1,INN23865,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,111,9,0,12,17,0
0,Room_Type 1,INN13186,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,76.91,25,1,4,62,0
0,Room_Type 4,INN18873,0,0,1,2,2018,4,Meal Plan 1,Canceled,0,Online,82.07,27,0,4,95,0
0,Room_Type 6,INN26515,2,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,174,18,0,11,21,0
0,Room_Type 1,INN08920,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Corporate,100,31,0,5,113,0
0,Room_Type 1,INN27581,0,0,1,1,2017,1,Meal Plan 1,Not_Canceled,0,Corporate,65,18,0,11,54,0
0,Room_Type 4,INN09869,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,104.4,28,2,10,172,0
0,Room_Type 1,INN05375,0,0,1,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,80,21,1,2,18,0
0,Room_Type 1,INN07858,0,0,2,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,96,28,0,8,0,0
0,Room_Type 1,INN01889,0,0,1,2,2018,1,Meal Plan 1,Canceled,0,Online,130,5,0,11,11,0
0,Room_Type 6,INN36048,2,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,186.3,11,0,8,145,0
0,Room_Type 1,INN32658,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,108.3,4,0,8,178,0
0,Room_Type 1,INN14865,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,100,2,0,10,164,0
0,Room_Type 1,INN21803,1,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,125,19,0,11,16,0
0,Room_Type 1,INN31964,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,75,17,0,6,245,0
0,Room_Type 4,INN20265,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,108,21,1,2,6,0
0,Room_Type 4,INN00136,0,0,2,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,155,9,0,10,11,0
0,Room_Type 4,INN26557,0,0,2,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,147,27,2,3,2,0
2,Room_Type 1,INN03841,0,1,0,1,2018,0,Not Selected,Not_Canceled,0,Online,55.6,19,1,12,3,0
0,Room_Type 1,INN34448,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,152,5,0,10,29,0
0,Room_Type 1,INN05104,0,0,3,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,90.97,5,2,6,98,0
0,Room_Type 1,INN13226,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,65,20,1,5,86,0
0,Room_Type 1,INN09701,0,0,0,2,2017,3,Not Selected,Not_Canceled,0,Online,81,6,1,8,0,0
0,Room_Type 4,INN08928,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,132.6,22,2,5,72,0
0,Room_Type 1,INN01109,0,0,1,3,2018,2,Meal Plan 1,Not_Canceled,0,Offline,96.9,15,1,7,161,0
0,Room_Type 4,INN25904,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,136,5,1,10,14,0
0,Room_Type 1,INN20772,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,135.33,7,1,11,40,0
0,Room_Type 1,INN09100,0,0,0,2,2018,1,Meal Plan 2,Not_Canceled,0,Offline,104,6,0,4,55,0
0,Room_Type 1,INN28598,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,94.5,20,1,6,37,0
0,Room_Type 1,INN13320,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,80.75,6,0,9,150,0
0,Room_Type 1,INN10335,0,0,0,2,2017,1,Meal Plan 2,Canceled,0,Offline,94.5,8,2,8,124,0
0,Room_Type 4,INN17271,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,123.3,20,0,7,67,0
0,Room_Type 1,INN24171,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,95,13,0,10,37,0
0,Room_Type 1,INN17487,0,0,0,1,2018,2,Meal Plan 2,Not_Canceled,0,Offline,90,18,0,8,320,0
0,Room_Type 1,INN30270,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,65,4,2,3,49,0
0,Room_Type 1,INN34753,0,0,1,1,2018,0,Meal Plan 1,Not_Canceled,0,Offline,115,23,1,5,0,0
0,Room_Type 1,INN10882,0,0,0,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,99.45,3,0,5,145,0
0,Room_Type 1,INN21141,0,0,0,3,2018,1,Meal Plan 1,Canceled,0,Offline,96.9,21,2,8,148,0
0,Room_Type 1,INN14559,0,0,1,2,2018,4,Not Selected,Not_Canceled,0,Online,85,1,0,11,25,0
0,Room_Type 1,INN07641,0,0,3,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,109.7,5,1,9,28,0
0,Room_Type 1,INN13963,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,93.5,11,0,9,148,0
0,Room_Type 1,INN34980,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,100,25,1,3,78,0
0,Room_Type 1,INN36207,0,0,1,2,2018,3,Not Selected,Not_Canceled,0,Online,69.5,14,1,1,40,0
0,Room_Type 1,INN34686,0,0,3,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,159,15,0,9,22,0
0,Room_Type 1,INN13281,0,0,2,1,2017,2,Meal Plan 1,Not_Canceled,0,Online,95.5,30,2,8,6,0
0,Room_Type 1,INN19788,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,13,0,9,346,0
0,Room_Type 4,INN09277,0,0,1,1,2018,2,Meal Plan 1,Canceled,0,Online,146.6,6,2,11,86,0
0,Room_Type 4,INN09157,1,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,114.28,15,2,10,137,0
0,Room_Type 1,INN02322,0,0,1,2,2018,2,Not Selected,Not_Canceled,1,Online,44,5,0,1,0,0
0,Room_Type 1,INN34945,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,69.5,5,2,3,48,0
0,Room_Type 1,INN24917,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,1,Offline,94.5,18,2,9,53,0
0,Room_Type 1,INN01550,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Online,95,20,2,9,37,0
0,Room_Type 1,INN30543,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,85,19,0,10,27,0
0,Room_Type 1,INN31077,0,0,1,3,2018,3,Meal Plan 1,Not_Canceled,1,Online,142.8,24,0,3,39,0
0,Room_Type 1,INN08179,0,0,1,2,2018,1,Not Selected,Canceled,0,Online,79.2,6,0,12,101,0
0,Room_Type 1,INN22431,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,68,16,1,12,9,0
0,Room_Type 4,INN01979,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,132.3,15,2,10,115,0
0,Room_Type 1,INN33662,0,0,0,2,2017,1,Meal Plan 2,Not_Canceled,0,Offline,112.2,30,0,9,83,0
0,Room_Type 1,INN05463,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,1,Online,81.3,27,2,12,3,0
0,Room_Type 1,INN25359,1,0,3,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,132.33,13,1,6,16,0
0,Room_Type 4,INN03592,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,84.45,6,2,2,49,0
0,Room_Type 6,INN11970,1,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,160.2,29,0,12,193,0
0,Room_Type 4,INN13650,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,117.73,29,2,5,5,0
0,Room_Type 1,INN12435,0,0,0,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,90,2,1,11,92,0
0,Room_Type 1,INN06546,2,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,106.25,10,2,7,67,0
0,Room_Type 1,INN12109,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,90,19,1,10,5,0
0,Room_Type 1,INN21832,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,94.96,31,2,10,18,0
0,Room_Type 1,INN19157,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,71,19,0,1,151,0
0,Room_Type 1,INN25972,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,79.82,30,0,12,89,0
0,Room_Type 1,INN21262,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,81,19,0,2,4,0
0,Room_Type 1,INN27973,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,106.33,10,0,3,7,0
0,Room_Type 1,INN27869,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,68.47,17,0,11,51,0
0,Room_Type 1,INN18286,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Offline,115,15,2,10,93,0
0,Room_Type 1,INN26166,1,0,3,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,108.68,22,2,10,260,0
0,Room_Type 4,INN03658,0,0,2,3,2018,0,Meal Plan 1,Not_Canceled,0,Online,162,25,2,9,135,0
0,Room_Type 4,INN19317,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,107.1,20,1,6,31,0
0,Room_Type 1,INN03218,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,17,0,2,44,0
0,Room_Type 1,INN21887,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,73.95,17,2,3,95,0
0,Room_Type 1,INN07560,0,0,0,1,2018,4,Not Selected,Not_Canceled,0,Online,54.46,28,1,3,54,0
0,Room_Type 1,INN17495,1,0,1,1,2018,4,Meal Plan 1,Not_Canceled,0,Online,75.66,16,2,11,137,0
0,Room_Type 1,INN00367,0,0,0,2,2018,3,Meal Plan 2,Canceled,0,Online,141.3,26,2,6,87,0
0,Room_Type 1,INN33652,0,0,1,2,2018,2,Not Selected,Canceled,1,Online,103.5,16,0,8,177,0
0,Room_Type 1,INN27344,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,65.49,8,1,8,203,0
0,Room_Type 1,INN36102,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,66.14,2,0,3,117,0
0,Room_Type 1,INN03270,0,0,0,2,2018,0,Not Selected,Not_Canceled,0,Online,80,25,2,12,0,0
0,Room_Type 1,INN20233,0,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,200,18,0,9,0,0
0,Room_Type 6,INN21634,2,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,234,19,1,9,21,0
0,Room_Type 1,INN35051,0,0,0,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,19,0,8,291,0
0,Room_Type 4,INN20384,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,131,23,1,4,5,0
0,Room_Type 1,INN00995,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,102.15,31,1,10,58,0
0,Room_Type 1,INN31669,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,73,20,0,11,32,0
0,Room_Type 1,INN26045,0,0,1,2,2018,5,Not Selected,Not_Canceled,0,Online,88,13,2,11,65,0
0,Room_Type 1,INN22605,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,104,4,2,12,12,0
0,Room_Type 1,INN21113,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,113,26,0,11,33,0
0,Room_Type 1,INN35920,0,0,0,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,21,0,7,292,0
6,Room_Type 4,INN18532,0,1,1,1,2018,1,Meal Plan 1,Not_Canceled,1,Corporate,119,28,0,9,14,0
0,Room_Type 1,INN28875,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,103.1,6,1,3,0,0
0,Room_Type 1,INN08168,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,114.75,13,2,5,159,0
0,Room_Type 1,INN16428,0,0,0,1,2018,0,Meal Plan 1,Canceled,0,Online,105,16,1,5,1,0
0,Room_Type 1,INN13312,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,102.3,23,0,8,172,0
0,Room_Type 1,INN09296,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,82.45,7,1,4,87,0
0,Room_Type 1,INN26583,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,78.3,13,2,3,55,0
0,Room_Type 1,INN11025,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,99,2,0,9,50,0
0,Room_Type 1,INN02926,0,0,0,2,2018,0,Meal Plan 1,Canceled,0,Online,90,16,1,10,286,0
0,Room_Type 1,INN17695,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,89.25,19,1,10,66,0
0,Room_Type 2,INN22764,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,114.96,2,1,6,134,0
0,Room_Type 4,INN11965,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Corporate,90,14,0,6,11,0
0,Room_Type 4,INN36014,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,96.9,21,2,12,20,0
0,Room_Type 1,INN05233,0,0,0,1,2017,3,Meal Plan 1,Not_Canceled,0,Online,68,31,2,7,78,0
0,Room_Type 1,INN06699,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,87,1,2,11,11,0
0,Room_Type 1,INN04870,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,115,4,0,8,1,0
0,Room_Type 1,INN11236,0,0,3,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,72.25,17,2,7,89,0
0,Room_Type 1,INN29495,0,0,0,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,103,10,2,4,4,0
0,Room_Type 1,INN10598,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,111.75,2,2,10,18,0
