lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
140,0,70.0,12,29,3,5,0,0,0,1
79,1,126.9,6,9,4,3,0,0,0,1
50,1,51.0,1,14,3,3,0,0,0,1
304,0,89.0,11,3,3,3,0,0,0,0
119,1,170.1,11,10,4,1,0,3,0,1
141,2,72.25,7,13,3,4,1,0,0,1
22,1,221.0,5,13,4,2,0,0,5,0
116,3,143.1,9,18,4,3,2,0,3,1
81,0,65.0,3,25,3,2,2,0,0,0
183,2,123.3,10,26,4,4,0,0,3,0
125,1,128.69,6,17,4,3,2,0,3,1
64,0,153.0,7,14,4,2,0,1,3,0
108,1,97.0,12,24,4,3,2,3,0,0
57,3,85.5,10,28,4,2,0,0,0,1
5,0,73.15,11,15,4,0,1,3,0,1
1,0,60.0,2,28,3,1,2,0,0,0
0,0,141.0,5,24,4,1,0,0,0,1
130,1,102.58,3,25,4,2,1,0,1,1
94,1,69.1,4,12,4,5,2,0,0,1
29,0,135.3,5,20,4,2,2,0,3,0
164,0,100.0,10,2,3,2,0,0,0,0
3,0,79.5,12,19,4,2,1,3,0,1
75,0,72.25,4,18,3,2,1,3,0,1
69,1,57.52,10,28,4,1,0,3,0,1
35,1,63.06,3,16,4,3,0,0,0,1
35,0,87.3,2,10,4,4,0,0,0,0
19,1,60.83,3,14,4,2,1,3,0,1
38,1,199.3,8,31,4,3,0,0,5,1
12,0,100.87,5,30,4,2,1,0,0,0
12,2,146.0,6,14,4,4,0,0,3,1
88,0,54.63,10,31,4,5,2,0,0,1
104,1,72.25,4,18,4,3,1,0,0,0
4,0,106.0,7,8,2,1,0,0,4,1
1,1,66.0,2,3,2,1,0,0,0,1
33,0,62.0,1,25,2,1,1,0,0,0
256,0,90.0,6,15,3,2,0,1,0,1
125,1,118.58,7,5,4,4,0,0,3,1
4,2,145.0,10,25,4,4,0,0,0,1
6,1,65.0,6,8,2,1,0,0,0,1
103,0,126.0,12,6,4,1,0,0,3,0
7,1,78.0,12,17,4,1,1,3,0,1
386,1,115.0,10,23,3,0,2,1,0,0
53,3,159.3,5,6,4,2,0,0,3,1
3,2,102.0,3,3,4,3,2,0,0,1
33,0,106.4,2,29,4,1,1,0,3,1
1,0,70.0,8,11,2,1,0,0,0,1
56,1,125.1,8,6,4,1,1,3,0,1
0,1,110.0,9,30,2,2,0,0,3,1
12,0,80.8,11,16,4,1,0,0,0,1
21,0,130.9,5,29,4,2,2,0,3,0
40,2,94.5,10,5,4,2,1,0,0,1
150,1,94.5,7,27,4,2,0,3,0,1
108,0,74.54,5,7,4,3,2,0,0,1
43,0,75.0,10,13,3,1,0,0,0,1
104,0,111.78,5,4,4,4,0,0,0,0
86,0,105.0,9,24,3,2,0,0,0,1
45,2,157.68,6,27,4,3,1,1,3,1
4,1,240.0,3,25,4,1,0,0,5,1
28,1,115.37,8,28,4,4,2,0,0,0
32,0,70.0,12,27,3,5,1,0,0,1
1,2,101.86,11,18,4,2,2,0,0,1
44,0,96.3,6,18,3,1,1,0,3,1
1,0,92.0,1,3,4,1,2,0,0,1
170,1,99.45,8,15,4,3,1,0,0,0
15,0,79.75,11,19,2,3,2,0,0,1
3,0,65.0,10,8,2,1,0,0,0,0
103,0,94.5,7,18,3,1,2,1,0,0
1,0,88.0,11,22,2,1,0,0,0,1
169,0,137.7,8,22,4,1,1,0,0,0
247,0,90.0,6,6,3,1,1,1,0,1
17,0,80.0,12,31,3,1,0,0,0,1
213,0,130.0,6,7,4,3,0,0,0,0
3,0,0.0,9,17,1,1,0,0,0,1
148,0,119.69,8,16,4,5,2,0,3,0
1,1,95.0,10,14,2,1,0,0,0,1
157,1,97.75,7,6,4,4,0,3,0,1
6,2,145.0,8,21,4,0,1,0,3,1
28,1,169.0,7,27,4,1,0,0,0,1
4,0,75.51,11,26,4,2,2,0,3,1
7,0,144.0,5,5,3,3,0,0,0,1
117,1,97.75,6,28,4,4,0,3,1,1
24,1,87.3,1,29,4,2,1,0,3,1
91,0,140.4,5,13,4,2,1,0,3,0
276,0,116.33,9,22,3,3,0,0,0,0
68,3,135.0,10,8,4,1,2,0,0,1
29,2,114.4,10,31,4,4,1,0,0,0
56,0,109.8,8,28,4,1,2,0,0,0
39,2,94.5,9,13,4,2,2,0,0,1
13,0,54.75,10,20,3,4,0,0,0,1
112,0,100.0,6,2,3,2,0,0,0,1
34,0,99.9,4,12,3,1,0,0,0,1
161,2,95.69,6,17,4,5,2,3,0,0
8,2,0.0,12,9,1,2,0,0,3,1
24,1,139.0,9,16,4,2,0,3,0,1
0,0,114.0,8,10,4,3,1,0,0,1
1,1,90.33,12,10,4,1,2,3,0,1
154,0,68.0,11,30,3,1,0,0,0,1
11,1,78.94,9,8,3,4,0,0,1,1
109,0,74.89,4,2,4,5,2,0,1,1
61,1,82.45,3,12,4,2,2,0,3,1
238,1,106.2,9,13,4,3,0,0,0,0
5,0,105.0,9,8,4,3,0,0,0,1
3,0,120.0,6,10,3,2,0,0,0,1
10,0,72.9,1,15,4,1,0,0,0,1
28,0,65.0,12,18,2,1,0,0,0,1
118,0,110.0,6,6,3,1,1,0,0,1
5,0,0.0,10,21,4,1,0,0,0,1
11,0,95.0,4,17,4,0,1,0,0,1
72,0,159.3,8,29,4,1,1,0,3,0
26,0,120.0,6,8,3,1,0,0,0,1
129,1,88.01,8,10,4,3,0,0,0,1
60,0,109.8,11,20,4,1,2,0,0,1
0,0,0.0,8,25,1,7,2,0,0,1
115,0,108.0,10,13,4,1,0,3,0,0
100,1,140.0,9,28,3,4,0,1,0,1
89,1,83.66,3,21,4,5,2,0,0,1
11,1,87.4,9,13,4,0,1,3,0,1
166,0,110.0,11,1,3,3,0,0,0,0
59,0,128.69,4,28,4,3,2,0,3,0
19,1,145.0,9,5,4,1,1,0,3,0
152,1,109.0,7,11,4,1,1,0,0,0
39,1,107.0,12,29,4,1,0,0,0,1
28,1,235.5,9,13,4,2,0,0,5,1
13,0,110.4,8,21,4,3,2,3,0,1
2,1,110.5,12,24,4,2,2,0,4,1
129,0,126.9,6,2,4,3,0,0,0,0
10,1,66.0,3,5,2,2,2,0,0,1
101,3,87.67,6,8,4,4,0,0,0,1
207,0,72.25,8,20,3,6,4,0,0,1
8,0,169.38,9,21,2,2,0,0,3,1
43,1,126.9,7,1,4,2,1,0,0,1
18,1,159.0,9,23,4,1,0,0,0,0
7,2,125.8,12,29,4,3,1,0,3,1
271,0,95.2,10,22,4,2,2,0,0,0
28,0,94.35,6,13,4,1,1,0,0,0
2,0,116.0,12,11,4,2,0,0,3,1
63,0,71.0,1,19,3,3,0,0,0,1
41,1,107.0,3,27,3,1,2,1,0,1
86,1,123.3,10,25,4,4,0,0,3,1
211,1,143.1,10,7,4,2,0,1,0,0
66,0,75.0,10,9,3,2,1,0,0,0
30,0,67.0,11,13,2,0,1,0,0,1
160,0,125.8,7,2,4,4,2,0,0,0
71,0,105.4,4,24,4,3,2,0,3,0
7,0,87.0,2,12,3,2,1,0,0,1
36,1,78.3,2,13,4,2,2,0,0,1
12,0,75.0,10,6,3,3,0,0,3,1
190,1,109.25,8,22,4,3,1,0,0,0
196,0,139.5,8,21,4,0,2,1,0,0
3,1,115.5,10,31,4,0,1,0,0,1
5,1,89.89,11,27,4,2,2,0,0,1
59,2,99.9,6,22,4,2,0,0,0,1
17,2,135.0,10,7,4,1,0,3,0,1
192,0,95.0,6,24,3,2,0,0,0,1
6,1,155.0,5,30,4,2,1,0,3,1
128,0,79.2,11,26,4,1,1,3,0,0
83,0,83.59,5,18,4,2,0,3,0,1
327,0,76.0,9,9,3,4,2,1,0,1
275,0,90.0,10,5,4,4,1,0,0,0
109,1,76.5,8,9,4,3,2,0,0,1
14,1,134.75,11,8,4,2,0,3,0,1
33,2,207.9,8,24,4,3,0,0,5,1
81,1,146.6,11,6,4,2,2,0,3,1
250,0,96.3,10,20,4,3,0,0,0,0
192,0,99.45,7,23,4,3,2,0,3,0
42,0,75.0,11,7,3,3,1,0,0,1
24,1,117.3,5,29,4,2,2,0,3,1
46,1,56.59,3,14,4,3,1,0,0,1
6,0,176.0,2,24,4,2,0,0,5,1
170,2,86.24,7,28,4,3,0,3,0,1
59,1,93.5,3,19,4,2,2,0,0,1
33,2,85.5,9,15,4,2,0,0,0,1
2,0,67.0,7,3,2,0,2,0,0,1
70,2,109.8,12,25,4,1,2,0,0,1
2,0,66.0,1,14,2,1,0,0,0,1
14,1,166.0,8,14,4,3,2,0,3,1
30,1,78.6,1,31,4,0,2,0,3,1
177,1,99.45,8,2,4,5,2,0,0,1
57,0,101.52,9,21,3,2,0,0,0,1
162,2,121.5,7,25,4,0,1,0,0,0
256,1,115.0,6,15,3,2,0,1,0,0
6,3,69.5,1,12,4,2,0,3,0,1
200,1,105.4,8,31,4,4,0,0,0,0
20,3,127.2,9,25,4,4,2,0,3,1
54,1,118.8,4,7,4,3,0,0,3,1
50,0,60.0,11,13,3,2,1,0,3,1
152,0,71.0,1,20,3,1,0,0,0,1
177,2,130.05,8,11,4,3,2,0,3,0
265,1,115.0,6,24,3,2,0,1,0,0
5,1,250.0,5,27,4,1,0,0,5,1
130,0,159.3,6,9,4,2,0,0,3,0
2,0,81.0,1,26,4,1,0,3,0,1
19,0,124.0,9,21,4,1,1,0,0,1
12,1,100.0,2,20,3,2,2,0,0,1
48,0,233.1,8,30,4,4,0,1,5,0
172,1,114.41,8,10,3,4,0,0,3,0
62,0,104.0,7,20,3,3,1,1,0,1
117,1,123.3,7,29,4,2,0,0,3,1
31,1,69.5,2,6,4,1,2,3,0,1
10,0,80.0,3,14,3,2,1,0,0,1
2,0,75.0,12,22,2,1,0,0,0,1
23,2,129.0,9,28,4,2,0,0,0,1
2,0,67.0,10,27,2,1,0,0,0,1
15,1,75.5,1,25,4,10,4,0,0,1
10,2,146.0,5,6,4,2,1,0,3,1
8,0,81.7,1,10,4,6,4,0,0,1
24,1,127.97,4,10,4,5,2,0,3,0
13,1,149.33,6,3,4,2,1,0,3,1
4,1,80.0,1,20,4,1,0,0,0,1
74,0,92.65,12,27,3,3,0,0,0,1
106,0,102.39,4,27,4,9,2,0,0,0
309,0,101.0,5,13,4,2,1,1,0,0
155,2,143.1,9,8,4,1,0,0,0,0
104,2,91.6,12,25,4,1,2,0,1,1
76,0,80.1,3,31,4,3,0,3,0,0
16,0,165.67,3,25,4,2,1,0,0,0
196,0,158.95,7,24,4,5,2,0,5,0
54,1,89.46,3,17,4,3,1,0,0,0
213,0,130.0,6,7,3,3,0,0,0,0
55,0,100.0,9,9,2,2,0,0,0,0
290,1,89.5,6,17,3,2,1,0,0,1
117,0,90.95,10,24,3,2,1,0,3,1
31,0,74.88,12,8,3,3,0,0,0,1
106,0,121.37,7,18,4,5,2,0,3,0
20,0,93.0,3,8,4,1,0,0,0,1
3,2,130.0,10,28,4,2,2,3,0,1
50,0,74.0,2,24,3,3,0,0,0,1
8,0,95.0,5,12,3,2,0,0,0,1
292,0,90.0,7,21,3,2,0,1,0,1
2,1,95.0,11,11,2,1,0,0,5,1
63,0,60.0,11,23,3,2,1,0,3,1
221,0,65.0,10,10,3,1,2,0,0,1
83,1,97.75,3,21,4,3,1,3,0,1
19,1,95.9,9,19,3,1,1,3,0,1
269,0,70.0,12,29,3,3,2,0,0,1
64,0,140.0,5,17,2,2,0,0,0,0
46,1,80.3,1,22,4,2,0,0,0,1
42,2,88.0,11,2,4,2,0,3,0,1
1,1,175.0,7,8,4,1,0,0,3,1
73,0,85.67,11,24,3,3,0,0,0,1
80,0,107.1,6,26,4,3,2,0,0,1
69,0,120.0,6,12,4,4,2,0,0,0
129,0,137.7,8,25,4,2,0,0,3,1
38,1,126.77,6,17,4,5,2,0,3,0
198,1,62.18,7,31,4,2,2,3,0,1
122,2,116.1,6,16,4,3,0,3,0,1
217,1,124.2,5,24,4,2,0,0,0,0
121,1,65.45,11,16,4,4,2,0,0,1
256,1,124.0,6,15,4,2,0,1,0,0
148,0,99.9,5,5,4,3,0,0,0,1
34,1,87.32,10,29,4,3,0,0,0,1
265,0,73.95,12,26,4,3,1,0,0,0
144,2,129.6,9,23,4,3,2,0,0,1
12,2,130.0,8,28,4,0,2,0,0,1
5,2,184.0,9,7,4,1,0,0,3,1
51,0,135.9,5,23,4,0,1,0,0,1
6,0,89.0,3,22,4,2,0,3,0,0
124,0,96.56,8,7,3,3,2,0,3,1
233,0,90.0,10,14,3,2,1,0,0,0
317,0,120.0,9,15,4,2,0,0,0,0
63,1,89.25,10,10,4,1,1,0,0,1
180,0,70.0,10,16,3,1,0,0,0,0
32,1,74.8,11,27,4,9,4,0,0,0
39,0,65.0,11,27,2,2,2,0,0,1
14,1,189.5,11,7,4,1,1,0,0,1
2,2,130.0,8,17,4,1,0,0,0,1
24,1,153.23,11,7,4,2,1,0,0,1
32,1,135.9,9,9,4,2,0,0,0,1
156,0,72.25,8,8,3,5,2,0,0,1
86,0,100.0,9,9,2,2,0,0,0,1
91,1,132.6,10,23,4,4,2,0,3,1
12,1,90.0,6,8,3,1,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,0
114,0,75.0,7,1,3,2,1,0,0,0
151,0,80.0,1,19,3,3,0,0,0,1
17,0,95.0,10,3,2,1,1,0,0,1
2,1,84.85,6,8,4,1,0,0,0,1
9,2,105.0,9,11,4,1,0,0,0,1
50,0,181.8,8,30,4,3,0,0,5,1
35,0,129.87,6,27,4,2,1,0,3,0
52,0,74.8,12,4,4,2,2,3,0,0
24,1,0.0,11,5,1,1,0,0,0,1
52,1,122.4,12,29,4,3,0,0,0,1
4,0,121.0,6,9,4,1,0,0,0,0
3,0,95.0,11,10,0,1,0,0,3,0
110,0,72.8,4,20,4,2,0,0,0,1
213,1,102.85,10,5,4,5,2,0,0,0
12,0,85.0,11,1,4,4,0,0,0,0
47,3,73.08,3,30,4,3,0,0,0,1
3,1,179.71,9,11,4,5,2,0,3,0
8,2,120.0,11,2,4,1,0,3,0,1
303,1,78.0,8,19,3,3,2,0,0,1
19,0,74.64,3,4,4,2,1,0,0,0
2,1,65.0,12,14,2,2,0,0,0,1
6,1,180.67,8,15,4,2,1,0,3,1
184,0,152.15,9,4,4,3,2,1,0,0
16,1,129.0,9,27,4,2,0,3,0,1
12,0,90.0,8,5,2,3,0,0,0,1
117,0,94.5,8,1,4,1,2,1,0,0
14,1,86.0,3,9,4,1,0,0,0,1
12,2,129.0,10,29,4,1,2,3,0,1
21,0,108.2,3,14,3,3,1,1,3,1
1,2,89.0,4,16,4,1,2,3,0,1
0,1,91.0,11,9,4,3,1,0,0,1
86,0,122.0,12,8,4,3,0,0,0,0
16,0,93.0,11,16,4,1,0,0,0,1
53,1,118.8,4,21,4,3,0,0,3,1
25,0,40.67,1,12,3,3,0,0,0,1
98,2,121.5,7,16,4,1,1,0,0,1
54,1,72.77,6,19,4,3,2,3,0,1
11,0,130.0,10,26,4,2,0,0,0,0
35,0,93.6,12,20,4,2,0,0,0,0
10,2,110.17,9,5,4,4,2,3,0,1
87,1,98.25,9,15,4,3,0,0,0,1
186,0,80.75,9,2,3,2,2,0,0,1
62,2,167.79,4,24,4,3,2,0,5,1
64,1,86.4,11,18,4,2,0,0,0,0
30,1,113.4,11,18,4,3,0,0,0,1
1,1,65.0,4,5,2,2,0,0,0,1
8,1,99.0,8,16,4,0,1,0,0,0
19,1,64.67,11,14,4,3,1,0,0,1
117,1,99.45,5,13,4,2,2,3,0,1
74,3,93.6,11,4,4,2,0,0,0,1
19,2,91.0,2,15,4,4,1,0,0,0
63,0,116.0,9,4,3,2,0,1,0,1
61,0,121.5,5,13,4,2,1,0,0,1
258,3,73.41,12,28,4,5,2,0,1,1
32,0,85.0,3,11,3,3,2,0,0,1
16,2,194.58,5,6,4,2,2,0,6,1
5,1,118.0,3,14,4,1,1,0,0,1
31,0,78.3,2,7,4,0,2,0,0,0
82,1,72.25,11,2,4,3,1,0,0,0
38,0,69.44,2,20,4,3,2,0,3,0
0,0,116.0,1,24,4,0,1,0,3,1
33,1,63.75,10,31,3,2,2,0,3,1
0,0,58.0,12,27,3,1,2,0,0,1
4,0,144.0,5,23,3,0,1,3,0,1
67,3,112.9,12,5,4,1,2,3,0,1
66,0,150.22,11,6,4,3,2,1,0,0
28,1,99.63,2,12,4,2,1,0,3,1
67,1,49.09,3,13,4,2,2,3,0,1
69,1,95.2,3,31,4,4,2,0,3,1
85,0,88.4,11,24,4,3,1,0,0,0
4,1,128.0,8,21,4,2,2,3,0,1
69,1,90.95,3,20,4,3,2,0,0,1
4,1,87.0,11,27,4,2,1,0,0,1
1,0,105.0,5,6,2,2,1,0,0,1
161,0,130.0,3,25,4,2,1,1,0,0
3,1,194.0,9,22,4,1,0,0,3,1
145,0,153.0,10,22,4,1,1,1,0,0
19,2,175.0,7,5,4,4,0,0,3,1
54,1,83.8,11,18,4,3,2,3,0,1
70,0,67.5,3,12,4,1,2,3,0,0
3,0,119.0,4,28,4,1,0,3,0,1
256,0,106.2,6,28,4,3,0,0,0,0
203,0,67.5,12,1,4,3,0,3,0,0
23,1,139.0,7,27,4,1,0,3,0,1
4,2,88.26,12,7,4,4,0,3,0,1
221,0,60.0,10,17,3,1,2,0,3,1
19,2,105.0,9,14,4,2,1,0,0,1
175,1,85.5,7,23,4,1,1,3,0,1
78,1,70.88,12,22,4,5,2,0,3,1
103,0,80.0,5,4,3,3,0,0,0,1
327,0,88.0,9,9,3,4,2,1,0,1
77,2,150.3,8,3,4,5,2,0,3,1
20,0,85.0,3,6,4,1,2,0,0,0
219,0,108.0,9,4,4,1,0,1,0,0
102,1,105.0,5,13,3,2,1,0,0,1
58,0,99.45,4,11,4,3,1,0,0,1
0,0,109.0,8,14,3,2,0,1,0,1
79,0,125.38,4,28,4,3,1,0,3,1
2,0,0.0,10,12,1,2,1,0,0,1
15,0,99.0,8,23,4,0,1,0,0,0
14,1,139.0,2,14,4,5,2,0,3,1
110,0,94.5,7,25,3,1,2,1,0,1
79,1,183.6,9,15,4,3,2,1,3,0
11,0,90.0,6,14,2,3,0,0,3,0
6,2,95.33,8,14,4,2,1,0,0,1
125,2,80.75,10,20,4,5,1,0,0,1
1,0,90.0,9,9,2,2,0,0,0,1
46,0,60.0,11,7,3,2,2,0,3,1
234,1,76.84,12,12,4,4,1,0,0,1
146,1,85.5,6,27,4,1,1,3,0,0
43,2,20.0,11,25,1,2,0,0,3,1
4,1,93.0,2,25,4,3,0,0,0,1
56,0,185.0,9,25,3,2,2,0,0,1
4,0,149.0,5,28,4,1,0,3,0,1
7,0,65.0,11,2,2,6,2,0,0,1
183,1,110.0,9,8,3,3,0,0,0,0
71,0,142.5,10,22,3,1,1,1,3,1
7,0,65.0,8,19,2,2,0,0,0,1
18,0,80.0,12,24,3,1,2,0,0,1
56,1,156.6,12,19,4,0,1,0,5,1
6,1,139.0,6,30,4,1,0,3,0,1
418,0,75.0,9,26,3,2,1,0,0,0
6,1,0.0,6,20,1,0,1,0,3,1
173,1,126.9,9,30,4,2,2,0,3,0
2,1,76.12,11,27,4,5,4,0,0,0
193,0,65.0,10,15,4,3,0,0,0,0
49,1,129.2,11,24,4,3,2,1,3,1
0,0,88.0,12,5,4,0,1,3,0,1
161,0,130.0,3,25,3,2,1,1,1,0
7,0,153.0,8,17,4,1,1,3,5,1
4,1,102.0,12,5,4,2,2,0,0,1
3,3,0.0,6,27,1,0,1,0,0,1
192,2,107.1,9,5,4,3,1,0,0,0
175,1,121.5,8,10,4,2,0,0,0,0
12,0,104.0,12,12,4,0,1,0,0,1
174,1,99.45,8,13,4,2,2,0,0,1
12,1,117.04,10,1,4,2,0,3,0,1
17,0,187.0,7,11,4,1,1,0,3,1
31,1,96.3,11,26,4,3,0,0,0,1
292,0,115.0,7,21,4,2,0,1,0,0
163,1,78.96,8,8,4,3,1,0,0,1
73,1,159.3,4,30,4,1,2,0,3,0
0,0,85.0,2,10,4,1,0,0,0,0
161,1,95.2,4,29,4,2,2,3,0,1
28,1,115.03,4,17,4,1,2,0,0,0
35,1,73.1,3,4,4,2,0,3,0,1
17,1,125.8,12,29,4,3,2,0,3,1
74,1,102.6,12,26,4,2,1,0,3,1
116,0,1.0,2,28,4,1,2,0,0,1
24,1,104.0,12,18,4,1,2,0,0,1
28,1,125.77,2,26,4,2,1,0,3,0
50,2,150.3,6,3,4,2,1,0,3,1
4,1,104.0,11,6,4,2,1,3,0,1
88,0,56.94,2,29,4,3,1,0,0,0
0,0,98.8,9,7,3,1,1,0,0,1
85,0,100.0,9,30,3,3,0,1,0,1
4,0,95.0,9,13,3,3,0,0,0,1
194,2,77.23,4,17,4,3,2,0,0,1
179,0,85.5,8,26,4,2,1,3,0,0
48,0,121.5,5,29,4,0,2,0,0,0
280,0,110.0,9,19,3,2,1,0,0,0
258,2,88.83,10,29,4,2,2,0,0,1
181,2,162.15,8,23,4,5,0,1,0,0
33,0,59.0,1,25,2,1,1,0,0,1
105,0,110.0,10,12,4,2,1,1,0,0
104,1,110.1,5,4,4,3,0,0,0,1
27,1,212.1,9,20,4,3,0,0,5,0
49,0,63.75,3,8,4,4,0,3,0,0
18,1,109.0,1,2,4,1,0,0,0,1
133,0,118.8,9,3,4,1,2,3,0,0
7,1,66.22,2,11,4,1,0,0,0,1
43,0,106.8,3,17,4,3,0,0,3,1
10,0,105.0,10,3,3,2,1,0,0,0
110,1,104.4,10,28,4,2,1,0,3,1
1,0,98.0,8,9,4,0,2,0,0,1
31,1,125.1,9,16,4,1,0,3,0,1
52,1,60.0,11,19,3,3,0,0,3,1
18,1,77.0,1,21,4,3,0,3,0,1
61,0,91.0,10,4,3,0,2,0,0,1
0,2,135.5,10,1,4,2,0,0,0,1
105,0,139.5,7,31,4,3,2,0,3,0
26,2,159.0,9,17,4,1,0,0,0,1
13,1,121.0,6,8,4,2,0,0,0,1
125,2,136.0,9,7,4,4,0,0,0,1
111,1,73.74,4,1,4,4,2,0,1,1
22,1,62.0,11,17,2,1,0,0,0,1
155,1,96.3,6,27,4,1,1,0,0,1
285,0,100.0,10,3,3,3,1,0,0,0
31,0,126.9,3,23,4,1,0,0,0,0
85,2,89.7,11,14,4,3,1,0,0,1
146,0,95.0,4,24,3,0,2,0,0,0
69,1,90.95,10,17,3,3,1,0,3,1
39,0,147.6,11,7,4,3,1,0,0,0
58,1,139.5,10,20,4,3,0,0,3,0
268,0,78.0,4,8,3,3,2,0,0,0
17,3,97.41,4,10,4,0,2,0,0,1
85,1,210.6,8,19,4,4,2,1,3,1
6,1,127.82,7,11,4,1,1,0,3,0
77,1,78.2,3,6,4,2,2,0,0,1
22,1,127.0,10,1,4,3,0,0,0,1
4,1,139.0,7,16,4,1,0,3,0,1
27,0,97.0,9,21,3,2,1,0,3,1
210,1,90.95,8,7,4,3,2,0,0,1
177,0,77.03,7,18,4,2,1,0,0,0
41,2,142.2,9,1,4,1,0,0,3,1
41,1,70.0,12,27,3,5,1,0,0,1
90,1,93.6,12,21,4,3,0,0,0,1
1,2,128.0,8,17,4,1,0,3,0,1
273,0,106.2,9,30,4,2,1,0,0,0
18,0,92.76,4,10,4,1,2,0,0,1
9,1,65.29,11,13,4,3,2,0,0,1
5,0,116.0,4,20,4,2,0,0,3,0
6,0,129.0,5,10,4,4,0,3,0,0
12,1,147.2,9,14,4,4,1,0,3,1
140,2,72.25,12,29,4,3,0,0,0,1
31,1,225.4,8,25,4,1,0,0,5,1
116,0,113.56,8,6,3,1,2,0,4,0
27,2,77.2,3,10,4,5,2,3,0,0
6,0,0.0,12,10,4,2,0,0,0,1
19,0,90.0,10,6,3,3,0,0,0,1
3,0,80.0,3,7,2,1,1,0,0,1
73,2,117.0,6,4,4,1,1,0,0,1
33,0,113.4,6,13,4,3,1,0,0,0
5,2,120.33,9,19,4,1,2,3,0,1
21,2,124.0,9,21,4,1,1,0,0,1
2,1,258.0,9,2,4,1,0,0,5,1
6,0,66.3,12,15,4,3,1,3,0,1
231,1,90.95,8,21,4,2,2,0,0,1
20,0,110.0,5,26,0,1,0,0,3,0
298,0,76.0,5,10,3,2,0,0,0,1
119,1,81.0,2,10,4,3,0,0,1,0
34,0,67.5,2,9,4,4,0,3,0,0
151,2,91.48,10,6,4,3,2,0,0,1
1,0,99.0,6,14,4,1,0,3,0,1
52,1,73.2,11,6,4,2,1,0,0,1
8,0,112.0,10,17,4,3,1,3,0,1
104,1,114.0,10,6,3,2,0,1,0,0
127,0,139.5,8,14,4,0,1,0,0,1
0,1,0.0,1,19,1,1,0,0,0,1
24,0,206.0,12,30,4,1,0,0,5,1
87,1,158.4,9,21,4,2,0,0,3,1
18,1,99.75,10,3,4,2,2,3,0,1
142,0,243.6,8,5,4,2,1,1,5,0
5,0,110.0,5,24,2,2,0,0,0,1
39,0,101.5,8,14,3,2,0,1,0,1
6,0,105.0,12,6,2,1,0,0,4,1
5,0,90.0,9,20,2,0,2,0,0,1
110,0,190.8,10,14,4,2,0,0,5,0
5,1,130.0,8,20,4,1,0,0,0,1
28,1,96.36,9,29,4,4,0,0,0,1
166,0,99.45,7,7,4,3,2,0,0,0
38,1,118.0,12,31,3,3,0,0,0,1
75,0,80.75,6,25,3,1,2,0,0,1
33,0,0.0,10,7,4,0,0,3,0,1
144,0,118.8,9,22,4,3,1,3,0,0
102,0,126.0,12,6,4,1,0,0,3,1
21,0,107.0,10,10,3,2,1,0,3,1
13,0,156.0,5,6,4,2,0,0,3,1
90,1,70.03,4,24,4,3,2,0,0,1
66,0,75.0,10,9,4,2,1,0,0,0
206,0,132.77,9,23,4,3,2,1,0,0
60,2,151.2,10,15,4,2,2,0,3,1
239,1,128.7,10,28,4,2,0,0,0,0
22,0,87.0,3,4,3,2,0,0,0,1
19,1,93.0,2,19,4,2,1,0,0,1
26,0,74.8,12,12,4,10,4,0,0,0
55,1,109.8,9,2,4,2,1,0,0,1
25,3,139.0,9,26,4,1,1,0,0,1
0,0,87.78,10,18,4,0,1,3,0,1
9,0,156.0,5,5,4,1,0,0,3,0
34,1,78.3,2,13,4,1,0,0,0,1
99,1,132.6,5,23,4,3,1,0,3,1
70,0,93.6,7,12,3,6,2,0,0,0
40,0,77.23,2,14,4,5,2,3,0,0
37,0,135.9,8,21,4,1,2,0,0,1
1,2,79.0,6,13,4,1,1,3,0,1
77,0,140.4,5,1,4,0,2,0,3,1
6,1,167.0,4,15,4,1,0,0,3,1
92,1,106.43,10,31,4,3,1,0,0,0
157,0,133.6,10,7,3,1,0,0,3,0
134,2,129.6,9,22,4,3,0,0,0,1
4,0,198.0,2,6,4,1,2,1,5,1
0,0,85.24,8,30,4,1,0,3,0,1
81,0,94.0,3,25,3,2,1,0,0,1
1,0,124.0,6,7,4,1,0,0,0,1
71,0,75.95,2,23,4,4,0,0,0,1
0,2,0.0,12,12,1,0,1,0,0,1
269,0,102.51,10,10,4,4,1,0,0,0
6,2,109.0,9,14,4,2,1,0,0,1
6,0,65.0,12,8,2,2,0,0,0,1
56,2,126.0,11,2,4,3,0,0,0,1
1,0,65.0,11,4,2,1,0,0,0,1
35,1,118.8,4,24,4,0,2,0,3,1
14,0,107.0,12,27,4,2,2,0,0,1
21,1,124.0,9,21,4,1,1,0,0,1
12,1,187.5,8,19,4,2,0,1,0,1
238,0,55.08,11,13,3,0,2,0,0,0
47,0,76.5,3,16,4,2,0,0,0,0
4,1,65.0,11,8,2,3,0,0,0,1
38,1,0.0,11,28,1,1,1,0,0,1
130,2,139.5,9,29,4,3,0,0,3,0
127,2,113.05,5,21,4,2,2,0,3,1
37,1,97.0,12,19,4,1,1,0,3,1
130,2,82.59,4,16,4,3,2,0,0,1
211,0,100.0,5,20,3,2,0,0,0,0
78,1,154.29,12,29,3,3,1,0,0,1
